22,-0.005921,0.9812,0.221022
37,-0.004334,0.983886,0.222243
53,-0.0047,0.981566,0.221998
69,-0.005799,0.983031,0.217359
84,-0.004578,0.98413,0.221144
100,-0.0047,0.986083,0.221266
116,-0.005921,0.984252,0.222121
131,-0.003968,0.98352,0.220167
147,-0.005921,0.982665,0.221388
162,-0.005188,0.986327,0.223341
178,-0.005188,0.984984,0.223708
194,-0.00763,0.987304,0.223219
209,-0.007142,0.983275,0.2209
225,-0.005677,0.984862,0.22383
240,-0.004578,0.985106,0.221754
256,-0.005066,0.982909,0.223219
272,-0.005188,0.981688,0.222121
287,-0.00409,0.983642,0.222609
303,-0.005432,0.983031,0.223463
319,-0.006653,0.983275,0.222487
334,-0.006653,0.983031,0.222731
350,-0.006287,0.985229,0.224928
366,-0.006409,0.983642,0.221632
381,-0.002503,0.982543,0.220167
397,-0.003235,0.980712,0.219801
412,-0.003235,0.98181,0.218458
428,-0.004334,0.983153,0.218702
443,-0.004944,0.982787,0.221266
459,-0.003601,0.980468,0.220656
475,-0.00531,0.982909,0.223463
491,-0.004578,0.981566,0.22151
506,-0.004944,0.981688,0.222487
522,-0.004212,0.985106,0.223585
537,-0.005799,0.98352,0.219435
553,-0.004212,0.980834,0.222975
568,-0.00409,0.982543,0.219679
584,-0.002625,0.983642,0.223585
600,-0.001892,0.982543,0.221876
615,-0.003601,0.983397,0.222487
631,-0.005555,0.983031,0.221144
647,-0.003723,0.980101,0.221144
662,-0.005921,0.982055,0.222853
678,-0.005677,0.983397,0.222487
694,-0.004334,0.983031,0.222853
709,-0.002869,0.98352,0.221144
725,-0.003723,0.982665,0.221632
740,-0.003845,0.983031,0.221632
756,-0.002625,0.984374,0.225417
772,-0.004578,0.983397,0.221144
787,-0.005066,0.985473,0.222243
803,-0.003357,0.982787,0.222609
819,-0.004822,0.983397,0.22151
834,-0.003113,0.98352,0.22444
850,-0.006531,0.982299,0.22151
865,-0.003601,0.984618,0.222487
881,-0.004334,0.984374,0.222365
896,-0.005188,0.984618,0.221876
912,-0.005555,0.983275,0.221388
928,-0.005677,0.982177,0.221266
943,-0.00763,0.982177,0.221632
959,-0.004578,0.983153,0.220167
975,-0.004822,0.981078,0.220411
990,-0.00409,0.984618,0.220411
1006,-0.002503,0.984374,0.221998
1021,-0.001648,0.984252,0.223219
1037,-0.004212,0.984862,0.219435
1053,-0.005921,0.982421,0.220167
1068,-0.003357,0.983764,0.222365
1084,-0.007508,0.98413,0.220656
1100,-0.0047,0.981444,0.220656
1115,-0.002625,0.982787,0.221144
1131,-0.005432,0.982299,0.221876
1146,-0.003479,0.982055,0.221998
1162,-0.004212,0.982909,0.221266
1178,-0.003723,0.984496,0.221876
1193,-0.004578,0.98474,0.222243
1209,-0.00238,0.982299,0.220411
1224,-0.003601,0.98352,0.222487
1240,-0.005066,0.982543,0.222243
1256,-0.005066,0.981933,0.221144
1272,-0.009583,0.980834,0.220656
1287,-0.002136,0.983886,0.222365
1303,-0.008362,0.981566,0.220411
1318,-0.003845,0.981933,0.221266
1334,-0.003723,0.984252,0.221632
1350,-0.004944,0.983886,0.225417
1365,-0.005188,0.982299,0.221754
1381,-0.003113,0.98181,0.217726
1396,-0.005921,0.981566,0.221022
1412,-0.00409,0.984862,0.221632
1428,-0.005432,0.985106,0.222365
1443,-0.0047,0.982665,0.220411
1459,-0.004822,0.981933,0.218946
1475,-0.007386,0.982299,0.21858
1490,-0.006165,0.98413,0.219801
1506,-0.004334,0.98352,0.219679
1521,-0.004212,0.984252,0.221266
1537,-0.005432,0.982543,0.221876
1553,-0.003968,0.98413,0.221998
1568,-0.002625,0.984252,0.222121
1584,-0.00531,0.984984,0.220533
1600,-0.003235,0.98352,0.219923
1615,-0.003235,0.981444,0.218702
1631,-0.003601,0.981933,0.221022
1646,-0.003479,0.982177,0.222365
1662,-0.003601,0.981444,0.219191
1678,-0.005555,0.98413,0.222243
1693,-0.004212,0.982665,0.221022
1709,-0.006775,0.98352,0.223952
1724,-0.002991,0.985717,0.221388
1740,-0.002014,0.983886,0.222487
1756,-0.004822,0.985473,0.22444
1771,-0.002503,0.9812,0.222609
1787,-0.0047,0.982909,0.221266
1803,-0.004944,0.982299,0.223585
1818,-0.005188,0.981933,0.219069
1834,-0.015809,0.973753,0.204419
1850,-0.022523,0.995361,0.225539
1865,0.006897,0.992065,0.2397
1881,-0.072209,0.872673,0.089788
1896,-0.003235,0.952878,0.188549
1912,0.002014,0.980956,0.225294
1928,0.015931,0.982299,0.231276
1943,0.042178,0.993774,0.18037
1959,0.028993,0.989868,0.163889
1975,-0.021913,0.990478,0.215162
1990,-0.016664,0.992309,0.209424
2006,-0.008362,0.988525,0.201733
2021,-0.005555,0.982055,0.201978
2037,-0.0047,0.984862,0.213087
2052,-0.000916,0.984862,0.222609
2068,-0.00824,0.978514,0.24092
2084,-0.021913,0.985229,0.242019
2099,-0.021913,0.978026,0.229811
2115,-0.012879,0.982421,0.230544
2131,0.000916,0.978148,0.232741
2146,0.002991,0.992675,0.204297
2162,0.012879,0.988158,0.212965
2178,0.010316,0.99353,0.19392
2193,0.015931,0.993774,0.183056
2209,0.005921,0.997558,0.173411
2224,-0.005188,1.00354,0.1833
2240,-0.024721,0.982299,0.183422
2256,-0.033877,0.975584,0.190014
2271,-0.023622,0.978758,0.220656
2287,-0.029116,0.992553,0.232497
2303,-0.023988,0.978392,0.215284
2318,-0.012879,0.989257,0.224928
2334,-0.002014,0.991088,0.216505
2349,0.00763,0.979369,0.2491
2365,-0.00763,0.967283,0.260331
2380,-0.011658,0.976317,0.26143
2396,-0.025453,0.974852,0.270952
2412,-0.026918,0.986694,0.272783
2427,-0.021791,0.989623,0.241042
2443,-0.008362,0.975951,0.232741
2459,0.00116,0.986449,0.235915
2474,-0.006043,0.984618,0.205152
2490,-0.0047,0.992309,0.196728
2506,0.013368,0.980712,0.220289
2521,0.013612,0.995117,0.243606
2537,0.017884,0.996826,0.216627
2552,0.006287,1.001221,0.219557
2568,-0.000549,0.98706,0.214552
2584,-0.007019,0.974974,0.223708
2599,-0.011903,0.989623,0.221266
2615,-0.006897,0.945431,0.210523
2631,0.012269,0.985839,0.244217
2646,0.0047,0.976195,0.231521
2662,0.019227,0.953977,0.206617
2677,0.015199,0.967161,0.198926
2693,0.02289,0.992919,0.209913
2709,0.017152,0.978392,0.216261
2724,0.027651,0.990112,0.180126
2740,0.030458,1.005493,0.169627
2756,0.023012,0.995849,0.263017
2771,-0.017884,0.998047,0.266313
2787,-0.060856,0.997925,0.23384
2802,-0.047793,0.93774,0.271806
2818,-0.010682,0.994995,0.202954
2834,0.034731,1.01587,0.125679
2849,0.074284,0.977416,0.182201
2865,0.061588,0.998901,0.173167
2880,0.034609,0.983886,0.23384
2896,-0.012147,1.006714,0.197217
2912,-0.047671,0.983031,0.252274
2927,-0.063664,1.009034,0.25325
2943,-0.077947,0.979125,0.239578
2959,-0.060245,0.976683,0.223341
2974,-0.003357,0.991088,0.235183
2990,0.015321,1.002686,0.196362
3005,0.028993,0.977538,0.169383
3021,0.04169,0.995483,0.209913
3037,0.007752,0.977293,0.234328
3052,-0.015321,0.989013,0.240676
3068,-0.02411,0.977538,0.234206
3084,-0.002503,0.985717,0.23445
3099,-0.020204,0.9718,0.233107
3115,-0.022279,0.981444,0.248855
3130,0.014466,0.969114,0.22737
3146,0.059147,0.985595,0.164744
3162,0.046084,0.999023,0.209669
3177,0.030581,0.969847,0.261185
3193,0.000671,0.975707,0.19038
3208,0.000427,0.989623,0.177806
3224,0.021303,0.976561,0.185985
3240,-0.012025,0.972166,0.197949
3255,0.002503,0.979857,0.230666
3271,0.005921,0.986571,0.204053
3287,0.024843,0.990722,0.19624
3302,0.060856,0.9906,0.232253
3318,-0.004334,0.980101,0.244461
3334,-0.033877,0.977293,0.227736
3349,-0.01996,1.000122,0.197705
3365,-0.044864,0.971434,0.203565
3380,-0.028749,0.982299,0.239578
3396,-0.023256,0.998413,0.194409
3412,0.009705,0.982909,0.186596
3427,0.056705,0.984862,0.186718
3443,0.050113,0.994506,0.232863
3459,0.044864,0.981688,0.237136
3474,0.042666,0.989501,0.216139
3490,0.02411,0.985595,0.198926
3505,0.015443,0.968626,0.286944
3521,-0.022157,0.979247,0.248855
3536,-0.007508,0.973875,0.235427
3552,0.025209,0.970823,0.257401
3568,0.028749,0.966307,0.263383
3584,0.054508,0.961545,0.268388
3599,0.03583,0.978758,0.267778
3615,0.062077,0.976317,0.254715
3630,0.052554,0.98767,0.238113
3646,0.010193,0.964475,0.272539
3662,-0.053043,0.982543,0.245682
3677,-0.022645,0.980834,0.235549
3693,0.010438,0.985229,0.217481
3708,0.06757,0.979735,0.240066
3724,0.084295,0.973265,0.280352
3740,0.0987,0.972533,0.252396
3755,0.140573,0.983764,0.245926
3771,0.092596,0.979125,0.238967
3787,0.000671,0.987792,0.230178
3802,-0.106879,0.998901,0.200513
3818,-0.137643,0.987182,0.176097
3833,-0.071599,0.984008,0.224196
3849,-0.04523,0.993164,0.134835
3864,-0.015321,0.990844,0.245315
3880,-0.014832,0.966673,0.282671
3896,-0.041568,0.930049,0.463102
3912,0.048526,0.950314,0.363487
3927,0.037783,0.987548,0.200269
3943,0.013368,0.987914,0.206128
3958,0.002991,0.983031,0.225905
3974,-0.000427,0.983397,0.225417
3989,0.002869,0.981566,0.227858
4005,0.001648,0.983275,0.227492
4021,0.003601,0.982177,0.228713
4036,0.003968,0.984252,0.226515
4052,0.00177,0.982055,0.226149
4068,0.001892,0.981566,0.227492
4083,0.003113,0.983642,0.226149
4099,0.000061,0.979613,0.225783
4115,0.001526,0.982055,0.227248
4130,0.003723,0.979979,0.227858
4146,0.000793,0.98181,0.227736
4161,0.003601,0.981566,0.227614
4177,0.002869,0.98181,0.225661
4193,0.001282,0.980468,0.22737
4208,0.000305,0.980712,0.228346
4224,-0.001404,0.979247,0.227858
4240,0.001648,0.979491,0.225417
4255,0.002503,0.980468,0.227492
4271,0.000061,0.981444,0.228469
4286,0.001892,0.982421,0.228591
4302,0.002869,0.981078,0.228102
4318,0.002747,0.982299,0.227248
4333,0.001526,0.981444,0.227004
4349,0.003113,0.979491,0.225294
4364,-0.098089,1.030397,0.022401
4380,-0.081487,1.0282,0.035708
4396,-0.076726,1.014039,0.046206
4411,0.060734,0.988158,0.181347
4427,0.07111,0.97473,0.263017
4443,0.061344,0.97119,0.257157
4458,0.113471,0.961423,0.302204
4474,0.128609,0.973631,0.274248
4490,0.081853,0.998657,0.190014
4505,0.052188,1.003052,0.192456
4521,0.040835,0.993164,0.181591
4536,0.044253,0.976683,0.209058
4552,-0.002014,1.015138,0.254959
4568,-0.034609,0.9906,0.213697
4583,-0.059757,0.990722,0.202588
4599,-0.041323,1.026247,0.241165
4615,-0.002869,0.978514,0.296222
4630,0.018983,1.006714,0.29732
